# Disease(MESH)	Gene
D012559	Q5W111
D012559	Q96PD6
D012559	Q674R7
D012559	Q8NI36
D012559	Q8WVV5
D012559	A4D1E9
D012559	A0A0A0MS74
D012559	Q5GH76
D012559	Q92831
D012559	Q96FC7
D012559	Q08E86
D012559	Q12792
D012559	Q13162
D012559	Q9UJ83
D012559	I3VM54
D012559	Q9Y3R5
D012559	P78357
D012559	Q9HBV2
D012559	P0C025
D012559	Q7Z4H8
D012559	Q08289
D012559	E7EX17
D012559	A0A0A0MRG9
D012559	Q6ICB4
D012559	Q9UJW2
D012559	P21333
D012559	Q5VTJ3
D012559	Q15435
D012559	P05204
D012559	E7EVW1
D012559	P11678
D012559	Q9H9A6
D012559	Q9BWM5
D012559	Q14916
D012559	Q9BVM4
D012559	F5GZV7
D012559	P62280
D012559	P56856
D012559	Q9HC78
D012559	O15156
D012559	Q6TFL4
D012559	Q8NBK3
D012559	Q9GZM5
D012559	Q15544
D012559	O95479
D012559	P53355
D012559	P54849
D012559	B3KUS5
D012559	Q92947
D012559	O75794
D012559	Q9BTV7
D012559	B1AJS1
D012559	Q9UBY9
D012559	Q9UJS0
D012559	P40126
D012559	Q07869
D012559	Q2QGD7
D012559	H3BST3
D012559	Q96G74
D012559	P25963
D012559	Q15546
D012559	P14678
D012559	Q7RTS6
D012559	Q3KR16
D012559	O15119
D012559	Q9UKN5
D012559	Q12968
D012559	Q13003
D012559	Q9BWF3
D012559	Q9H672
D012559	Q8IWZ6
D012559	Q8IY18
D012559	P42566
D012559	Q9UKP4
D012559	Q9NX02
D012559	Q15669
D012559	A0A0C4DG42
D012559	Q5TDE2
D012559	Q96JY6
D012559	Q8IWE5
D012559	P48304
D012559	O60494
D012559	O43680
D012559	Q9NQS3
D012559	Q8WXG6
D012559	P60981
D012559	P13639
D012559	G8JLD3
D012559	Q99640
D012559	P49638
D012559	G3XAL1
D012559	O15360
D012559	J3KSZ7
D012559	P19113
D012559	P10745
D012559	Q14872
D012559	Q30154
D012559	E7ES19
D012559	Q9H6R4
D012559	Q14590
D012559	O00329
D012559	Q9Y5V0
D012559	Q19AV6
D012559	Q08257
D012559	Q15459
D012559	Q15654
D012559	P51170
D012559	Q53HC0
D012559	Q13023
D012559	Q8NDP4
D012559	Q9BQ15
D012559	O95749
D012559	Q5HYK3
D012559	P45983
D012559	P28223
D012559	Q6NSZ9
D012559	Q9UMS6
D012559	Q9NSA3
D012559	Q86XR7
D012559	Q9UNW8
D012559	A0A087WUW0
D012559	Q13946
D012559	Q9NQ55
D012559	Q6P2H3
D012559	Q9BU02
D012559	E7EUC4
D012559	F5GZ43
D012559	P22059
D012559	Q9NV56
D012559	Q14687
D012559	Q5HY92
D012559	B9A047
D012559	P15172
D012559	O75146
D012559	Q13591
D012559	Q1L5Z9
D012559	Q14156
D012559	Q08426
D012559	A0A0C4DH71
D012559	Q969T4
D012559	Q8WXD2
D012559	P14902
D012559	P56750
D012559	P20815
D012559	O60285
D012559	Q19T08
D012559	P29120
D012559	P25208
D012559	P35219
D012559	Q96L42
D012559	Q9Y534
D012559	Q9NPI1
D012559	Q5T481
D012559	B4DWF2
D012559	O95376
D012559	Q9NPB8
D012559	O00325
D012559	Q6PP77
D012559	Q6U7Q0
D012559	Q9BRS2
D012559	P23416
D012559	Q9HC44
D012559	P07360
D012559	Q9Y6Q1
D012559	P62760
D012559	Q9BRA2
D012559	Q3MJ13
D012559	Q99958
D012559	P08648
D012559	J3KNP4
D012559	Q9Y5N6
D012559	Q9GZX9
D012559	J3KNB4
D012559	Q8IYA6
D012559	B1AP13
D012559	Q96IJ6
D012559	J3KNQ4
D012559	P15514
D012559	Q8TC24
D012559	Q0ZGT2
D012559	Q96FG2
D012559	Q08170
D012559	P29317
D012559	Q9H1C0
D012559	P31948
D012559	O43525
D012559	P19525
D012559	O43365
D012559	Q9Y6N9
D012559	O60333
D012559	G5E994
D012559	O60884
D012559	O00237
D012559	Q4KMZ8
D012559	Q9Y305
D012559	O15264
D012559	Q06587
D012559	Q9NUP7
D012559	O95409
D012559	P56730
D012559	A6NFA1
D012559	P57075
D012559	O76021
D012559	P29692
D012559	O95292
D012559	C9JKA9
D012559	P40933
D012559	Q9NUG4
D012559	Q9Y4P1
D012559	Q5VWJ9
D012559	Q9HBW0
D012559	E7ESX1
D012559	E9PDL2
D012559	Q12894
D012559	P50336
D012559	G5E9N2
D012559	O43422
D012559	Q14520
D012559	Q5JR59
D012559	Q99707
D012559	Q86UN2
D012559	P20962
D012559	Q96AM1
D012559	Q86UR1
D012559	Q6PJW8
D012559	Q96RK4
D012559	Q00537
D012559	Q9UPZ6
D012559	B3KW44
D012559	Q9NPJ4
D012559	Q9BYZ6
D012559	Q9BQI6
D012559	Q9C0I1
D012559	Q86WK9
D012559	Q9H3S1
D012559	Q07065
D012559	Q9H0D2
D012559	Q96MT3
D012559	P55197
D012559	Q14142
D012559	Q96MW7
D012559	Q86SQ6
D012559	P78333
D012559	A0A087WW44
D012559	Q93063
D012559	Q9BWW8
D012559	P22557
D012559	Q15569
D012559	P29033
D012559	Q8IVT5
D012559	Q86SK9
D012559	Q9H6I2
D012559	P57771
D012559	O00522
D012559	P62851
D012559	Q6P7N7
D012559	Q9UPM6
D012559	P33947
D012559	O60256
D012559	Q00535
D012559	O60353
D012559	Q9UN88
D012559	P50052
D012559	Q9UQD0
D012559	O95972
D012559	Q9NUP1
D012559	Q9BW11
D012559	P05112
D012559	Q9H1Q7
D012559	Q9ULZ3
D012559	P17301
D012559	Q13316
D012559	P40925
D012559	Q6XQN6
D012559	Q4G0I0
D012559	B4DSP5
D012559	Q7Z5L9
D012559	Q9BZI7
D012559	Q86YS6
D012559	Q96A47
D012559	Q5VT06
D012559	Q6ECI4
D012559	Q02750
D012559	Q9Y255
D012559	A7MD48
D012559	B4DIG0
D012559	Q9BVC6
D012559	Q9H2X8
D012559	G3V1N3
D012559	P18887
D012559	Q14353
D012559	C9JL75
D012559	O95670
D012559	P54851
D012559	Q92519
D012559	Q9H8M2
D012559	F5H2A4
D012559	Q8NCA9
D012559	Q8TCJ2
D012559	Q8NG48
D012559	Q92522
D012559	Q12765
D012559	Q9NRN5
D012559	Q6NUM9
D012559	A8MTK3
D012559	Q9C0B2
D012559	Q96NC0
D012559	Q9H8T0
D012559	P83111
D012559	G3XAG3
D012559	O15072
D012559	P41219
D012559	O75396
D012559	Q5RL73
D012559	P0C0S8
D012559	A0A087X1P4
D012559	Q5JY77
D012559	Q16584
D012559	P19876
D012559	P19367
D012559	Q9ULK2
D012559	Q15369
D012559	Q6NUN0
D012559	Q7Z5A4
D012559	P38571
D012559	Q9P015
D012559	Q9BV29
D012559	P20333
D012559	Q8NBR0
D012559	P24534
D012559	Q01484
D012559	O75298
D012559	P63104
D012559	Q96C86
D012559	Q9ULW0
D012559	Q7Z412
D012559	Q09428
D012559	O14610
D012559	E9PDG8
D012559	Q96JB2
D012559	F5H8D0
D012559	Q8N7M0
D012559	Q9NXR7
D012559	Q9HBX8
D012559	P19022
D012559	Q9H6B4
D012559	Q96J94
D012559	Q5JRJ2
D012559	Q9BYB0
D012559	Q13127
D012559	Q9NYY8
D012559	P57768
D012559	Q9NS66
D012559	O43147
D012559	Q9NVJ2
D012559	Q9UMR5
D012559	P25024
D012559	O00590
D012559	A0A087WX61
D012559	Q9UHL4
D012559	A4D2B0
D012559	P61626
D012559	O75310
D012559	P11844
D012559	P41279
D012559	Q07866
D012559	Q00536
D012559	Q8NBN7
D012559	Q9GZW8
D012559	Q8N816
D012559	A0A080YUZ6
D012559	A0A0C4DH10
D012559	Q6UVJ0
D012559	A0A0A6YY94
D012559	Q58WW2
D012559	Q8WW33
D012559	Q9BV90
D012559	Q9NY12
D012559	Q8N7P1
D012559	Q14153
D012559	Q07021
D012559	Q9NRD5
D012559	Q6UWP2
D012559	Q96KN3
D012559	Q9NP31
D012559	A0A0A0MSV9
D012559	Q92989
D012559	P22303
D012559	Q96C10
D012559	Q8WYB5
D012559	P86790
D012559	P40121
D012559	E9PIC8
D012559	Q9UHI5
D012559	O00198
D012559	Q86VZ6
D012559	Q8N6Y1
D012559	Q8NEB7
D012559	O15522
D012559	P07358
D012559	H7BXD5
D012559	Q2V6Q1
D012559	Q9BPZ7
D012559	E9PFR9
D012559	Q6ZW05
D012559	O94856
D012559	Q8IZJ1
D012559	P23229
D012559	P10768
D012559	Q9NRY4
D012559	P16499
D012559	Q9NQ29
D012559	Q9UKM9
D012559	Q9H8H2
D012559	Q14154
D012559	P22362
D012559	Q6P597
D012559	O43610
D012559	C9JY26
D012559	Q15648
D012559	Q9BTD8
D012559	P32242
D012559	Q9NR80
D012559	P61353
D012559	Q86W33
D012559	Q9HCC9
D012559	B4DH95
D012559	Q9Y6D6
D012559	P61966
D012559	P00540
D012559	Q06481
D012559	P02452
D012559	Q13442
D012559	O75170
D012559	Q96JQ2
D012559	Q96P70
D012559	P20231
D012559	B1B0D4
D012559	Q8TC59
D012559	P01031
D012559	Q6EMK4
D012559	Q8TCX5
D012559	Q9UMF0
D012559	Q86XA0
D012559	Q8TE12
D012559	P78417
D012559	P63096
D012559	A0A0A0MTC8
D012559	P08686
D012559	Q9H902
D012559	Q6PJ69
D012559	O43715
D012559	Q5SVZ6
D012559	O14718
D012559	Q9NYS0
D012559	P0C2L3
D012559	Q5QGS0
D012559	Q3ZK31
D012559	Q9BUF7
D012559	Q9UHG2
D012559	Q9H9V9
D012559	P02795
D012559	Q9BVW5
D012559	Q9UF12
D012559	Q9BUK0
D012559	E7EMC0
D012559	Q8IWB9
D012559	P63215
D012559	O60476
D012559	Q4W5G0
D012559	Q9NRD8
D012559	Q9UJ72
D012559	Q9UP79
D012559	Q9Y6Q5
D012559	A8MYK1
D012559	Q9BQ67
D012559	P60604
D012559	Q96CP7
D012559	E7ETZ0
D012559	Q14416
D012559	P55042
D012559	G3V1K2
D012559	Q9H6D8
D012559	Q86XE3
D012559	Q7Z6B0
D012559	P36222
D012559	Q9UKK3
D012559	E5RFM2
D012559	Q9UBE8
D012559	E9PDI2
D012559	Q9BTX1
D012559	Q6EEV6
D012559	O15389
D012559	P61604
D012559	O43561
D012559	P41273
D012559	F5H0M7
D012559	Q9BTX7
D012559	J3KNF8
D012559	O94992
D012559	Q6RI45
D012559	Q8TEW8
D012559	B7Z4G6
D012559	Q9UKI3
D012559	O00399
D012559	Q9BXY8
D012559	P01023
D012559	A6NMZ7
D012559	Q9C0D2
D012559	P04114
D012559	Q9P0P0
D012559	Q9H6D3
D012559	O95447
D012559	Q12774
D012559	Q7L804
D012559	P22234
D012559	Q5T197
D012559	P15918
D012559	Q96E17
D012559	A8K979
D012559	Q6ZN84
D012559	I3L1S8
D012559	Q6UXN7
D012559	Q8TB96
D012559	P11387
D012559	A0A0G2JNS1
D012559	O75425
D012559	O14936
D012559	Q9BZL4
D012559	Q00722
D012559	P46527
D012559	E9PRA7
D012559	Q9NYZ3
D012559	Q7L5N1
D012559	A0A0A0MTM3
D012559	Q9H6X4
D012559	F8VV52
D012559	O15118
D012559	Q2NKQ1
D012559	Q8TE85
D012559	Q9BR09
D012559	Q9BV40
D012559	O00445
D012559	O75417
D012559	B5MCZ6
D012559	P23284
D012559	P49407
D012559	P04181
D012559	A0A0A0MRR2
D012559	Q5XKE5
D012559	Q7Z410
D012559	Q9UBU7
D012559	Q92686
D012559	Q5H9K5
D012559	Q9NNX9
D012559	Q9BXU8
D012559	O95671
D012559	Q16763
D012559	A0A087WW00
D012559	O43246
D012559	P09486
D012559	Q13126
D012559	Q92889
D012559	Q13573
D012559	Q8IXN7
D012559	A0AV96
D012559	Q8NCR9
D012559	Q14678
D012559	Q9Y5U5
D012559	Q9NX76
D012559	P35268
D012559	Q9H3S5
D012559	O94818
D012559	Q7Z2W9
D012559	Q9UBV7
D012559	A6NIH7
D012559	O75807
D012559	B0QY83
D012559	O60936
D012559	A0A087X1E4
D012559	Q5SZK8
D012559	P62875
D012559	Q6PF05
D012559	Q13627
D012559	Q68CZ6
D012559	G3V213
D012559	Q9UKI8
D012559	P0CW23
D012559	Q8N1N0
D012559	Q86WT1
D012559	Q15056
D012559	Q9P2K5
D012559	Q15582
D012559	Q96HR3
D012559	Q8TD06
D012559	Q1MX18
D012559	P22626
D012559	Q9Y250
D012559	Q9UL15
D012559	A0A087X0D9
D012559	O76094
D012559	P53701
D012559	Q5JQF8
D012559	P06732
D012559	Q7RTS3
D012559	Q7Z3B0
D012559	Q92535
D012559	Q6ZSA7
D012559	O95631
D012559	B4DFG5
D012559	Q96T60
D012559	Q96AC6
D012559	Q68CP4
D012559	P51685
D012559	B4DEW2
D012559	Q92616
D012559	P61163
D012559	Q9UJ42
D012559	Q9C099
D012559	P61221
D012559	Q99550
D012559	Q9H8Y8
D012559	P40939
D012559	P49908
D012559	P51124
D012559	P38159
D012559	P48431
D012559	P35968
D012559	O75897
D012559	O15069
D012559	Q7Z3H3
D012559	Q6ZVK8
D012559	P08319
D012559	Q8TEJ3
D012559	Q86UD3
D012559	Q5W0U4
D012559	A0A0A0MRK1
D012559	O43684
D012559	Q8NCB2
D012559	P23458
D012559	Q9BYH8
D012559	Q96LI5
D012559	P09497
D012559	P15880
D012559	Q7Z7C8
D012559	Q12959
D012559	O60443
D012559	Q9BYD6
D012559	A6NNK5
D012559	O75369
D012559	Q8N4X5
D012559	Q9BXJ0
D012559	Q6RW13
D012559	P51688
D012559	P16278
D012559	Q5T9C2
D012559	A0AVI4
D012559	Q96AQ8
D012559	Q96GY3
D012559	Q9HBR0
D012559	O43291
D012559	Q68DC2
D012559	Q9UGP5
D012559	O00151
D012559	A0A0C4DFN2
D012559	Q99832
D012559	Q8IYX4
D012559	Q8NFM4
D012559	Q8NFJ5
D012559	A8MVW5
D012559	A0A0A0MQS0
D012559	Q59H18
D012559	P35869
D012559	O75569
D012559	Q8IZY2
D012559	Q9HAY2
D012559	O00716
D012559	Q8TDM0
D012559	P25103
D012559	Q9H7M6
D012559	Q9BYV7
D012559	P05455
D012559	Q03923
D012559	P56945
D012559	F5GY04
D012559	Q9Y6W8
D012559	Q9BS31
D012559	Q9P2B4
D012559	Q15646
D012559	E7ESS6
D012559	Q00978
D012559	P11836
D012559	Q68DQ2
D012559	Q9BU64
D012559	P22748
D012559	C9JIJ9
D012559	O95398
D012559	Q9Y2K1
D012559	Q9UPY6
D012559	Q6PKX4
D012559	O15131
D012559	Q9NQG7
D012559	O95197
D012559	B8ZZ43
D012559	O14627
D012559	P0DMV8
D012559	O95390
D012559	Q14005
D012559	P0C7T5
D012559	Q8N4F7
D012559	Q9UNK0
D012559	P23610
D012559	Q9NQX1
D012559	Q9Y230
D012559	Q5T0D9
D012559	O60832
D012559	Q9NQZ5
D012559	P52198
D012559	Q9UQ84
D012559	Q9NY15
D012559	Q96A32
D012559	Q8N7U6
D012559	P26715
D012559	O00264
D012559	Q96F45
D012559	Q8WTR8
D012559	P31939
D012559	Q6ZWE6
D012559	Q8IVM0
D012559	F6RTR7
D012559	O14964
D012559	Q7Z794
D012559	Q99954
D012559	Q14186
D012559	Q9BPY3
D012559	Q9BZE1
D012559	F5H5A1
D012559	Q9Y4G2
D012559	Q6UX01
D012559	Q8IZF3
D012559	P35790
D012559	Q5TF39
D012559	Q9Y6A2
D012559	P13645
D012559	Q709C8
D012559	O43353
D012559	Q7Z6J2
D012559	A0A024R571
D012559	Q86YJ6
D012559	P11169
D012559	Q02575
D012559	Q7Z7E8
D012559	B7Z1N8
D012559	Q9Y256
D012559	P46531
D012559	P05165
D012559	Q15637
D012559	C9JVW0
D012559	P09417
D012559	Q9GZU0
D012559	P00734
D012559	Q9UBM7
D012559	F5GYM4
D012559	Q8N490
D012559	Q9BV87
D012559	P07101
D012559	Q15759
D012559	Q5T7V8
D012559	Q14444
D012559	E5RIX8
D012559	Q14012
D012559	P15259
D012559	Q7Z5S9
D012559	Q9UBP0
D012559	Q13255
D012559	Q8NCK7
D012559	Q9HCG7
D012559	Q8TDY3
D012559	Q75QN2
D012559	Q7Z5H3
D012559	P09104
D012559	P02766
D012559	Q92466
D012559	F5H006
D012559	P10124
D012559	Q15554
D012559	Q9BYG5
D012559	P48230
D012559	O43182
D012559	Q9BQ48
D012559	Q12809
D012559	Q6NZ63
D012559	O43290
D012559	Q6VMQ6
D012559	Q9BS18
D012559	Q9BZL6
D012559	E5RG02
D012559	Q12933
D012559	Q6ZN28
D012559	P23634
D012559	Q96NB3
D012559	A0A0B4J1R6
D012559	P62166
D012559	Q6J9G0
D012559	Q8IV38
D012559	Q8IZ52
D012559	Q99549
D012559	P51580
D012559	Q8NG04
D012559	Q01973
D012559	Q7Z319
D012559	Q12796
D012559	O00423
D012559	Q8N2E2
D012559	O00168
D012559	Q86WH2
D012559	Q17R60
D012559	O94844
D012559	P09525
D012559	Q96IF1
D012559	Q8IY22
D012559	Q8IV04
D012559	O14756
D012559	Q9BQS8
D012559	Q6ZRQ5
D012559	Q32ZL2
D012559	P49802
D012559	P10809
D012559	B5MCT7
D012559	Q9NPC4
D012559	P39687
D012559	O95025
D012559	Q9UL58
D012559	P19087
D012559	Q8IY37
D012559	Q9Y2M5
D012559	Q8N6Y0
D012559	Q8TAC2
D012559	P40227
D012559	Q13474
D012559	Q99618
D012559	Q9BV57
D012559	Q8NDD1
D012559	Q8TCC7
D012559	Q96K21
D012559	P23582
D012559	Q96PB8
D012559	J3KMZ8
D012559	O76054
D012559	Q70UQ0
D012559	Q96IY1
D012559	Q9Y3Q4
D012559	P12319
D012559	P41597
D012559	Q9UBC0
D012559	Q9P2X3
D012559	P28288
D012559	P62899
D012559	P30405
D012559	F5H4D1
D012559	B4DJW4
D012559	Q9UBL0
D012559	O00311
D012559	Q4LE39
D012559	Q5T3J3
D012559	P43405
D012559	Q9Y2Z4
D012559	Q15311
D012559	Q5T1R4
D012559	Q8NEF3
D012559	Q92618
D012559	Q96B77
D012559	O43505
D012559	Q12789
D012559	P50591
D012559	Q5UE93
D012559	J3QR46
D012559	Q9BXU9
D012559	O95711
D012559	Q8IW41
D012559	Q8NDZ4
D012559	Q49MI3
D012559	O95750
D012559	Q9Y5Y7
D012559	Q6ZNG2
D012559	Q9Y210
D012559	Q8N6N2
D012559	Q6NSJ2
D012559	P31942
D012559	Q9HAV5
D012559	P20774
D012559	Q9GZR5
D012559	F8VSL7
D012559	P54840
D012559	I3L288
D012559	Q9HBK9
D012559	P49842
D012559	Q86TI0
D012559	Q9Y2Z2
D012559	D6REL5
D012559	Q6IEG0
D012559	Q5SYC1
D012559	P60709
D012559	Q8WVM8
D012559	O60281
D012559	P17275
D012559	Q2M385
D012559	Q9BXX0
D012559	A0A087WXM8
D012559	Q9BWU1
D012559	P57682
D012559	Q8TAX0
D012559	Q96LT7
D012559	P29597
D012559	O60524
D012559	Q96PY5
D012559	A6NHA9
D012559	Q8IZF0
D012559	Q9NP50
D012559	A0A0A0MTA6
D012559	Q86VI3
D012559	Q92988
D012559	P42679
D012559	A0A0D9SEX5
D012559	Q9Y484
D012559	Q96RP7
D012559	E9PB61
D012559	Q9H7F0
D012559	Q9H9L4
D012559	P41743
D012559	Q13885
D012559	J3KPY9
D012559	Q8WYP3
D012559	P23515
D012559	B7ZC38
D012559	Q9NT62
D012559	Q6P1N0
D012559	Q96PR1
D012559	Q9UBX0
D012559	Q9P2D7
D012559	Q8IYT2
D012559	P35610
D012559	O95347
D012559	Q494X3
D012559	Q504Y2
D012559	Q9NY84
D012559	Q9UDY4
D012559	A7E2U8
D012559	Q8N3S3
D012559	Q5EBM0
D012559	P23510
D012559	Q6ZQW0
D012559	P54845
D012559	B7ZAR1
D012559	Q14296
D012559	Q96F46
D012559	Q5W5W9
D012559	O75594
D012559	C9JQV3
D012559	Q6PF06
D012559	Q16661
D012559	Q8TEH3
D012559	P10746
D012559	Q8N5Y2
D012559	A7MBM2
D012559	Q96BR1
D012559	Q14050
D012559	P02679
D012559	P36941
D012559	Q9H9R9
D012559	A0A087WZQ7
D012559	Q49A88
D012559	Q04609
D012559	Q96NW7
D012559	Q6URK8
D012559	Q9NTI5
D012559	Q9H1A4
D012559	P19086
D012559	Q5FYB1
D012559	A0A087WYZ4
D012559	Q9H2P9
D012559	A0A087WX43
D012559	Q86V86
D012559	Q5MCW4
D012559	P24903
D012559	P52564
D012559	O15258
D012559	P54259
D012559	F6SFB5
D012559	Q9UN72
D012559	A0A0C4DH01
D012559	Q9Y271
D012559	P49711
D012559	Q13118
D012559	Q9Y397
D012559	B0QYN7
D012559	Q99608
D012559	O95170
D012559	A0A0G2JS28
D012559	Q8N7B6
D012559	P17010
D012559	P08047
D012559	P82979
D012559	F8VXI9
D012559	P16233
D012559	Q5NDL2
D012559	Q96QF0
D012559	Q8NG50
D012559	Q8N565
D012559	Q11130
D012559	Q96TA2
D012559	P22392
D012559	G3V145
D012559	Q15392
D012559	Q12815
D012559	Q8IZJ3
D012559	Q8WVD5
D012559	P61647
D012559	O60658
D012559	Q9NQL9
D012559	O75971
D012559	Q9Y3C1
D012559	Q9BZE0
D012559	Q9BXS6
D012559	K7EIY6
D012559	Q96IX5
D012559	P62508
D012559	P17032
D012559	Q8N4K4
D012559	Q9BRX8
D012559	Q96PK6
D012559	B7Z2U2
D012559	Q9H910
D012559	Q9Y6X2
D012559	B4DGY6
D012559	Q8TF39
D012559	F8WAB8
D012559	Q16082
D012559	Q86W10
D012559	P28749
D012559	Q01628
D012559	Q16881
D012559	Q14642
D012559	A1L020
D012559	Q9Y263
D012559	Q8TEY5
D012559	Q6NVV7
D012559	I3L3R1
D012559	E7EQL2
D012559	F6RJN6
D012559	A0A087WX54
D012559	Q9HA72
D012559	P55286
D012559	O15263
D012559	Q9BXP8
D012559	Q9BTE3
D012559	Q13796
D012559	Q7Z6K3
D012559	P54855
D012559	B1ALD0
D012559	Q14699
D012559	Q96DB5
D012559	Q96NR8
D012559	Q9BXJ7
D012559	P40617
D012559	P02686
D012559	Q5GJ75
D012559	P35241
D012559	H3BS19
D012559	Q9BYJ9
D012559	O14818
D012559	O60825
D012559	Q8IU60
D012559	Q9BW27
D012559	A6NMD0
D012559	Q9Y6Y9
D012559	Q15475
D012559	Q8WVM0
D012559	P03928
D012559	Q96A70
D012559	Q8N8N7
D012559	Q9H1N7
D012559	P82094
D012559	P51451
D012559	Q7KZF4
D012559	Q14582
D012559	Q9NWQ4
D012559	O15034
D012559	A8K855
D012559	A0A087WUN7
D012559	P00387
D012559	A0A087WVN2
D012559	Q9NZ43
D012559	Q8NBT3
D012559	A0A087WYJ0
D012559	P28482
D012559	Q16555
D012559	F5H4X8
D012559	A8MTZ0
D012559	P61764
D012559	P57087
D012559	E9PG37
D012559	Q9UBY0
D012559	Q9P2K9
D012559	Q9H2W6
D012559	O75496
D012559	Q9NR45
D012559	O75953
D012559	Q3KQZ1
D012559	P04908
D012559	Q96SW2
D012559	Q9NQC3
D012559	P46926
D012559	Q6V0I7
D012559	P04155
D012559	A0A087X2B0
D012559	Q9H6L2
D012559	Q5EBL8
D012559	Q9H0C8
D012559	P43146
D012559	Q8NBD8
D012559	Q9H7X0
D012559	O95741
D012559	O60667
D012559	O00408
D012559	Q96MI9
D012559	P01034
D012559	Q13049
D012559	Q9Y234
D012559	Q8N573
D012559	Q9H0H5
D012559	A0A0B4J2E9
D012559	Q14681
D012559	P78395
D012559	J3KNF6
D012559	Q96SJ8
D012559	Q1MSJ5
D012559	P11802
D012559	O94989
D012559	Q6ZSZ6
D012559	Q8IXU6
D012559	O75554
D012559	Q9Y2X8
D012559	P63252
D012559	Q8WXG1
D012559	O43603
D012559	Q9NZR2
D012559	Q9NWZ8
D012559	Q8NFW8
D012559	Q9NS68
D012559	F6SL11
D012559	Q15004
D012559	A0A0D9SEJ8
D012559	Q96AG4
D012559	O15050
D012559	Q6ZNA4
D012559	P38606
D012559	Q6GQQ9
D012559	Q13190
D012559	Q13888
D012559	Q9Y257
D012559	Q9UK28
D012559	O14931
D012559	Q13243
D012559	Q32P28
D012559	A0A087X296
D012559	P09630
D012559	G4Y816
D012559	O95861
D012559	P10635
D012559	P28907
D012559	P30511
D012559	P50991
D012559	Q7RTU3
D012559	Q9NY97
D012559	Q58HT5
D012559	A0A087WUF9
D012559	Q9P2E9
D012559	Q76EJ3
D012559	Q9Y267
D012559	A5YKK6
D012559	A0A087WYS9
D012559	P12882
D012559	Q9H4W6
D012559	E9PFN4
D012559	Q8N8D1
D012559	Q6P4I2
D012559	B0QYH2
D012559	Q9NWM8
D012559	Q9NYK5
D012559	P84157
D012559	Q15849
D012559	Q8WUJ1
D012559	P31391
D012559	A0A0A6YYC3
D012559	Q9Y5E6
D012559	Q8IUH8
D012559	P25789
D012559	P24278
D012559	A0A0A0MS69
D012559	Q8NEV4
D012559	Q8NBV4
D012559	Q8N5V2
D012559	Q9NPB9
D012559	P29083
D012559	Q9NVF7
D012559	P21860
D012559	P34932
D012559	A1A5C7
D012559	Q8WYA6
D012559	P12644
D012559	P31268
D012559	O15041
D012559	O95633
D012559	Q86TY3
D012559	Q8N350
D012559	Q9H7Z6
D012559	A2RRP1
D012559	Q9NRC1
D012559	Q96KC8
D012559	Q14258
D012559	Q96Q40
D012559	Q5T2T1
D012559	O60244
D012559	H9KV63
D012559	Q86VW0
D012559	Q9UNI1
D012559	Q99547
D012559	Q86VI4
D012559	Q8WU10
D012559	Q09FC8
D012559	Q6ZUJ4
D012559	Q29RF7
D012559	Q9BTE7
D012559	O60299
D012559	Q66K14
D012559	Q9NZH0
D012559	P54136
D012559	Q86XI2
D012559	Q96EW2
D012559	Q6ZWL3
D012559	Q9NZU1
D012559	P15121
D012559	Q9UL42
D012559	P49753
D012559	Q53H80
D012559	O00755
D012559	Q9H8N7
D012559	Q13585
D012559	A0A0A0MSP0
D012559	Q99680
D012559	Q92738
D012559	Q9BX10
D012559	Q9NYS7
D012559	P02654
D012559	Q01196
D012559	P31213
D012559	P61278
D012559	Q96HH4
D012559	Q9NPJ3
D012559	Q96MM3
D012559	Q53HC5
D012559	P23471
D012559	O94868
D012559	O14727
D012559	Q4G0F5
D012559	Q9H0G5
D012559	Q9BRK3
D012559	O15105
D012559	O94919
D012559	Q8NB14
D012559	F5GZG6
D012559	Q14201
D012559	Q5T7P8
D012559	Q9BWT3
D012559	Q9H7B2
D012559	Q8ND83
D012559	Q9UL17
D012559	A6NJ69
D012559	Q8NEL9
D012559	O00442
D012559	O75319
D012559	Q9GZM3
D012559	P26951
D012559	Q6PJF5
D012559	O95867
D012559	E9PNL3
D012559	B4DZ96
D012559	B3KT64
D012559	Q7L576
D012559	Q5QJ74
D012559	P05937
D012559	Q8IXY8
D012559	E7EUK8
D012559	Q9BPW9
D012559	H9KV77
D012559	P10606
D012559	H3BV40
D012559	Q8IY92
D012559	P04141
D012559	P31323
D012559	Q15649
D012559	Q9H0N5
D012559	Q8NEZ3
D012559	Q9NVC6
D012559	P43699
D012559	Q13151
D012559	O14529
D012559	Q8N2G4
D012559	Q9H3N1
D012559	Q9NR83
D012559	Q8IVB4
D012559	O60895
D012559	P00568
D012559	O94788
D012559	Q05469
D012559	Q9NQT4
D012559	O75896
D012559	P35503
D012559	Q16873
D012559	A6NFD8
D012559	O14896
D012559	Q9H503
D012559	P07320
D012559	O43318
D012559	B7ZB02
D012559	Q9Y287
D012559	Q96KR7
D012559	P15509
D012559	Q96PM9
D012559	Q96AY2
D012559	Q9NW13
D012559	Q9HD67
D012559	Q9Y566
D012559	Q8NCE0
D012559	P00749
D012559	Q9GZP4
D012559	Q9NR99
D012559	Q9NYQ3
D012559	P25786
D012559	Q0D2K2
D012559	P19838
D012559	E9PEJ6
D012559	Q9Y3A3
D012559	Q9HBD1
D012559	E9PD68
D012559	Q6MZP7
D012559	P05026
D012559	O43731
D012559	Q6UWH6
